4	0.0000584915
8	0.0000572635
16	0.0000567595
32	0.0000567405
64	0.0000570461
128	0.0000574840
256	0.0000563830
512	0.0000721030
1024	0.0000829345
2048	0.0001042205
4096	0.0001345220
8192	0.0001816139
16384	0.0002535541
32768	0.0004078286
65536	0.0008591061
131072	0.0014645045
262144	0.0027038831
524288	0.0050253686
1048576	0.0098928415
2097152	0.0194890325
4194304	0.0390179405
8388608	0.0781352880
